Country Name,Country Code,Indicator Name,Indicator Code,1960.00,1961.00,1962.00,1963.00,1964.00,1965.00,1966.00,1967.00,1968.00,1969.00,1970.00,1971.00,1972.00,1973.00,1974.00,1975.00,1976.00,1977.00,1978.00,1979.00,1980.00,1981.00,1982.00,1983.00,1984.00,1985.00,1986.00,1987.00,1988.00,1989.00,1990.00,1991.00,1992.00,1993.00,1994.00,1995.00,1996.00,1997.00,1998.00,1999.00,2000.00,2001.00,2002.00,2003.00,2004.00,2005.00,2006.00,2007.00,2008.00,2009.00,2010.00,2011.00,2012.00,2013.00,2014.00,2015.00,2016.00,2017.00,2018.00,2019.00,2020.00,2021.00,2022.00
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,537777811.11,548888895.56,546666677.78,751111191.11,800000044.44,1006666637.78,1399999966.67,1673333417.78,1373333366.67,1408888922.22,1748886595.56,1831108971.11,1595555475.56,1733333264.44,2155555497.78,2366666615.56,2555555566.67,2953333417.78,3300000108.89,3697940409.61,3641723322.00,3478787909.09,,,,,,,,,,,,,,,,,,,,,3854235264.37,4539500884.05,5220823684.66,6226199249.32,6971379033.26,9715761649.79,10249767311.21,12154835707.90,15633856787.04,18190410820.62,20203572959.50,20564485419.17,20550582746.84,19998156214.40,18019558181.96,18896352021.94,18418848299.58,18904490262.91,20143442150.97,14786861638.45,
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1857338011.85,1897050133.42,2097326250.00,2080796250.00,2051236250.00,2253090000.00,2028553750.00,1099559027.78,652174990.84,1185315468.46,1880951520.40,2392764853.42,3199641335.94,2258513974.10,2545964540.88,3212121650.98,3480355258.04,3922100793.54,4348068242.20,5611496257.14,7184685781.52,8052073539.38,8896072918.98,10677324144.43,12881353507.85,12044208085.86,11926922828.99,12890764531.33,12319830437.35,12776220507.02,13228147516.12,11386850129.84,11861199830.84,13019689336.69,15156432309.90,15401830754.08,15131866270.59,18255787479.18,
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723593384.78,2434727329.81,2001428328.37,2702960118.29,2909292864.23,3136258896.92,3039834558.75,3370843065.77,3852115816.98,4257218772.15,4863487492.66,5077222366.97,6766766610.87,8707847924.29,13210029612.27,15557934268.50,17728347374.99,20971901273.27,26364491313.45,33243422157.63,42346380830.77,44348672667.87,45207088715.65,48801369800.37,53698278905.97,57937868670.19,63692238160.05,66746396416.27,59089067187.39,55634414465.21,62048562947.25,45715614559.71,48003078388.54,49945599428.58,42543178042.41,41764315330.44,46941582519.47,48177612042.15,48187747528.90,48640653469.30,54790392746.19,54744712814.87,56760355865.01,67863828412.69,85332581188.61,103198223709.44,117027307540.89,134977082623.78,171000699876.75,137211035770.03,161207270185.25,200013052199.20,209058991952.13,209755003250.66,213810024944.46,165979279263.17,160034163871.46,170097014589.13,174910878623.05,171767403748.19,145009181490.62,163044443983.76,
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512000000.00,524000000.00,509000000.00,500000000.00,493000000.00,518000000.00,560000000.00,675000000.00,573000000.00,570000000.00,640000000.00,638000000.00,643000000.00,673000000.00,671000000.00,612000000.00,639000000.00,647000000.00,716000000.00,709000000.00,
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,78619206.09,89409820.36,113408231.94,150820102.80,186558696.28,220127246.38,227281024.62,254020153.34,308008897.57,411578334.16,446416105.83,388958731.30,375895956.38,327861832.95,330070689.30,346737964.77,482000594.04,611316399.41,721425939.15,795449332.40,1029048481.88,1106928582.87,1210013651.88,1007025755.00,1017549124.33,1178738991.19,1223945356.63,1180597272.73,1211932397.82,1239876305.14,1429049198.45,1546926174.50,1755910032.00,2361726862.30,2894921778.00,3159905484.39,3456442102.62,3952600602.24,4085630584.44,3674409558.21,3449966856.69,3629203786.19,3188808942.57,3193704343.21,3271808157.30,2789870187.51,2896679211.87,3000180750.11,3218316013.23,3155065487.52,2891022272.99,3330281523.54,
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,5930503400.96,5550483035.96,5550483035.96,5784341596.36,6131475065.18,7553560459.22,7072063345.59,8083872012.37,8769250549.80,10201099039.44,11228764963.24,10603784541.20,8307810973.59,5768720421.61,4438321017.39,5538749259.95,7526446605.52,7648377412.83,6506229607.29,6152922942.98,9129594818.61,8936063723.20,15285594828.42,17812704825.20,23552047248.43,36970918699.25,52381006892.04,65266452081.39,88538610805.32,70307166934.33,81699526880.81,109436566876.42,124998210652.24,133401582620.49,137244439121.37,87219300384.51,49840491178.15,68972769395.63,77792944471.95,69309110145.77,53619073505.14,67404287260.32,
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,77496753.70,87879341.48,109079978.89,131431026.67,147841734.44,164369278.89,182144092.96,208372846.30,240923924.81,290440140.74,337174861.85,398637727.78,438794788.52,459470370.37,481707407.41,499281481.48,535174074.07,589429629.63,577281481.48,633729629.63,680618518.52,727859259.26,766200000.00,826370370.37,800481481.48,814381481.48,856396296.30,919729629.63,1022962962.96,1157662962.96,1312759259.26,1370070370.37,1228329629.63,1148700000.00,1137637037.04,1199948148.15,1181448148.15,1249733333.33,1336692592.59,1436585185.19,1467977777.78,1605944444.44,1687533333.33,1370281481.48,1471125925.93,
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,,,24450604877.61,18272123664.47,25605249381.76,28344705966.64,28630474727.90,24256667553.26,26436857247.50,31256284543.62,31584210365.54,33293199095.49,34733000536.29,52544000116.90,72436777342.46,52438647921.92,51169499892.17,56781000101.08,58082870156.33,69252328951.64,76961923741.07,78676842366.55,84307486836.72,103979106777.91,79092001998.03,88416668900.26,110934442762.69,111106191358.20,126206817196.09,76636898036.47,141352368714.69,189719984268.49,228788617201.70,236741715015.02,257440000000.00,258031750000.00,272149750000.00,292859000000.00,298948250000.00,283523000000.00,284203750000.00,268696750000.00,97724004251.86,127586973492.18,164657930452.79,198737095012.28,232557260817.31,287530508430.57,361558037110.42,332976484577.62,423627422092.49,530163281574.66,545982375701.13,552025140252.25,526319673731.64,594749285413.21,557531376217.97,643628665302.16,524819742918.67,447754609218.68,385540224628.29,487227339102.67,
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256838857.61,2069870129.87,1272835453.43,1201312829.28,1315158636.68,1468317435.20,1596968946.24,1639492444.76,1893726437.26,1845482173.03,1911563668.85,2118467913.38,2376335048.40,2807061008.69,3576615240.42,4900469950.09,6384451606.14,9206301700.40,11662040713.88,8647936747.99,9260284937.80,10142111334.50,10619320048.59,11121465767.41,11609512939.75,10553337672.99,10546135160.03,11527458565.73,12457941907.03,13619291361.28,12641697523.30,13861409968.84,
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,405586592.18,487709497.21,596648044.69,695530726.26,764804469.27,872067039.11,958659217.88,1083240223.46,1245810055.87,1320670391.06,1379888268.16,1531843575.42,1665363128.49,1722905027.93,1873184357.54,1896648044.69,1962011173.18,2044134078.21,2254748603.35,2359776536.31,2469832402.23,2677653631.28,2843016759.78,2553631284.92,2453631284.92,2637988826.82,2615083798.88,2727932960.89,2791061452.51,2963128491.62,2983798882.68,3092178770.95,3202234636.87,3368970253.05,2610038937.56,3126019399.06,
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,18605666927.99,19681935267.11,19921603763.02,21538806137.31,23799977601.08,25974913204.17,27306529286.59,30441258819.58,32712509799.53,36681599283.23,41331616082.43,45214469705.45,52042056074.77,63832158872.52,88963890935.89,97304383449.41,105066179251.23,110350997935.31,118495375592.15,134898330114.73,149984401114.21,176891907581.56,194037294494.10,177267197005.15,193519289983.70,180633581345.40,182472020145.50,189487824245.63,236153958090.80,299877860109.11,311433628318.58,325986971195.35,325531800353.77,312138139404.16,322809408509.17,368140778140.78,401311077389.99,435614337141.96,399660855999.46,389389647825.54,415851284305.72,379358162498.66,395580786940.14,467497961560.86,614326362213.69,695328522026.76,747906558849.96,854427259166.21,1055642793196.06,928626859078.19,1148610059015.24,1398405797101.45,1546892142709.84,1576380424746.08,1467545212521.80,1350615691821.28,1206535157956.03,1326516328531.56,1428288504767.07,1392227864397.08,1326901059123.21,1552667363236.06,
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,6592693841.18,7311749633.36,7756110210.12,8374175257.73,9169983885.71,9994070615.86,10887682273.10,11579431668.92,12440625312.87,13582798556.24,15373005557.03,17858486066.75,22059612476.93,29515467706.80,35189299911.66,40059206763.06,42959976221.52,51545758887.69,62052259073.25,73937296963.46,82058912997.23,71034228443.06,71275287569.57,72121016546.65,67985344886.87,69386774408.09,99036164939.16,124168442533.74,133339397080.13,133105805512.22,166463386179.35,173794177961.11,195078126721.76,190379720809.18,203535242741.84,241038283062.65,237250948791.27,212790348404.56,218259904401.96,217259147049.95,197289625479.91,197508773215.32,214394866675.24,262273631180.05,301457562038.54,316092273276.02,336280064332.41,389185571506.05,432051935642.95,401758735822.21,392275107258.67,431685217367.51,409401816050.53,430190979705.96,442584815286.03,381971148530.54,395837353031.50,417261151844.98,454991174096.10,444621176100.55,435225238000.44,480368403893.36,
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8858006035.92,8792365810.51,446305555.56,1570000000.00,1193312101.91,2417355840.04,3176333837.03,3962238113.16,4446368570.69,4581432038.83,5272798390.70,5707720390.85,6235856819.58,7276753894.72,8680370408.06,13245716099.01,20982986344.30,33050343782.78,48852482960.08,44291490420.50,52909294791.93,65951627200.20,69683935845.21,74164435946.46,75244294275.15,53074370486.04,37867518957.20,40865558912.39,47112941176.47,48174235294.12,42693000000.00,54622176470.59,
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,169803921.57,190098039.22,212254901.96,237745098.04,266666666.67,300392156.86,340000000.00,390196078.43,444901960.78,528137254.90,538423153.69,573400000.00,590900000.00,670900000.00,632400000.00,596200000.00,642100000.00,713000000.00,832400000.00,1139800100.00,1335300000.00,1426500000.00,1578300000.00,1732800000.00,2041100000.00,2320699900.00,2472500000.00,2713999900.00,2817900000.00,3062000000.00,3166000000.00,3111160000.00,3109000000.00,3092000000.00,3259000000.00,3429000000.00,3609000000.00,6332360000.00,6833220000.00,7683870000.00,8076470000.00,8317830000.00,8881160000.00,8870090000.00,9055290000.00,9836200000.00,10167250000.00,10618340000.00,10526000000.00,9981960000.00,10095760000.00,10070450000.00,10720500000.00,10562800000.00,11176100000.00,11861900000.00,11834600000.00,12357600000.00,12755800000.00,13192800000.00,9699500000.00,11208600000.00,
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,3072698328.47,3467819148.94,3645744680.85,3735106382.98,3905585106.38,3651861702.13,3052393617.02,3392021010.64,3702393617.02,3863563829.79,4229787234.04,4616223404.26,4751063829.79,5200265957.45,5567553457.45,5849467819.15,6101861436.17,6349202393.62,6183776595.74,6621010372.34,9062898936.17,8976196808.51,9593510638.30,11074813829.79,13150159574.47,15968723404.26,18504760638.30,21730000000.00,25710904255.32,22938218085.11,25713271276.60,28776595744.68,30749308510.64,32539468085.11,33387712765.96,31050638297.87,32234973404.26,35473776595.74,37802005319.15,38653318085.11,34723357446.81,38868663031.91,
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,4274893913.50,4817580183.60,5081413339.79,5319458351.16,5386054619.35,5906636557.00,6439687598.32,7253575399.32,7483685473.51,8471006100.95,8992721809.39,8751842839.80,6288245866.67,8086725729.34,12512460519.71,19448348073.46,10117113333.33,9651149301.87,13281767142.86,15565480321.94,18138049095.61,20249694002.45,18525399201.60,17609048821.55,18920840000.00,22278423076.92,21774033333.33,24298032258.06,26579005760.26,28781714763.89,31598341233.46,30957483949.58,31708874594.16,33166519417.99,33768660882.79,37939748768.66,46438484107.58,48244309133.49,49984559471.37,51270569883.53,53369787318.62,53991289844.33,54724081490.51,60158929188.26,65108544250.04,69442943089.43,71819083683.74,79611888213.15,91631278239.32,102477791472.39,115279077465.23,128637938711.39,133355749482.48,149990451022.29,172885454931.45,195078678697.23,265236247989.16,293754646182.39,321379023557.46,351238474244.67,373902134700.41,416264942893.33,
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,311809337.47,402178605.02,435911268.59,495097667.93,552883707.06,670362452.15,1012280614.53,1114204743.20,1163923830.36,1236016506.74,1346890071.10,1409536120.92,1547755183.21,1704370307.76,1812757917.76,2006165166.81,2012131457.27,2020583702.08,1957000000.00,2063342117.04,2151344901.31,2216974096.36,2363645403.47,2498384129.67,2817083478.35,2951822204.54,3059500000.00,3054500000.00,3106500000.00,3209500000.00,3444500000.00,3819500000.00,4217450800.00,4674007450.00,4784925100.00,4465657300.00,4529928300.00,4657699450.00,4610096000.00,4677248300.00,4696344350.00,4724691200.00,4832811750.00,4981588900.00,5097283200.00,5324250000.00,4671800000.00,4843800000.00,
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21650000000.00,18000000000.00,17037037037.04,16280991735.54,14932024169.18,13972676840.92,14756846153.85,14128408565.71,15222012660.42,12138486532.02,12736856827.98,12354820143.88,14594249022.89,17827791321.31,23144351851.85,30207567316.62,36954312354.31,45277399813.61,60763483146.07,50874078052.27,57222490768.71,61757788944.72,65685102554.88,75527984234.23,78813839984.35,56454734396.58,47722657820.67,54726595249.18,60031262269.34,64409647193.80,61371126414.17,68205380706.66,
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,11658722590.99,12400145221.60,13264015675.32,14260017387.05,15960106680.67,17371457607.94,18651883472.48,19992040788.46,21376353113.48,23710735894.70,26706196046.79,29821661869.91,37209418018.51,47743801490.37,56033077879.04,65678189097.29,71113882967.61,82839905458.64,101246526194.44,116315456796.92,126829314388.19,104730018470.23,92095926187.53,87184239053.25,83349530159.17,86268264148.38,120018787249.41,149394404105.89,162299103675.26,164221056511.06,205331747947.85,210510999409.33,234781652446.68,224721795708.96,244884129491.20,288025588396.28,279201433224.76,252708051420.84,258528339631.03,258245733221.47,236792460312.47,236746141604.37,258383599375.18,318082528506.59,369214712443.21,385714762230.04,408259840868.82,470922156309.45,517328087920.08,483254171097.81,481420882905.00,523330354138.13,496152879924.73,521791015247.06,535390200131.02,462335574841.48,476062757356.93,502764720556.35,543299066998.90,535830876745.10,525211810652.61,594104177539.53,
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,28071888.56,29964370.71,31856922.86,33749405.01,36193826.12,40069930.07,44405594.41,47379310.34,44910179.64,47305389.22,53233532.93,59207317.07,66062500.00,78343558.28,103216374.27,118066298.34,96905829.60,117650000.00,136300000.00,151800000.00,197938222.43,196089854.66,182206326.99,192103185.96,214381949.02,212643742.67,231638320.54,281082558.59,320093360.27,369133890.71,549500000.00,599000000.00,693500000.00,751000000.00,771500000.00,818500000.00,851500000.00,868000000.00,914000000.00,975000000.00,1116000000.00,1163000000.00,1233000000.00,1298000000.00,1389500000.00,1461500000.00,1581000000.00,1696000000.00,1729000000.00,1680500000.00,1738500000.00,1819500000.00,1903000000.00,2029500000.00,2138000000.00,2210500000.00,2258500000.00,2286000000.00,2315000000.00,2416500000.00,2080000000.00,2491500000.00,
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,226195579.36,235668222.43,236434906.75,253927646.48,269818988.26,289908720.65,302925280.77,306222000.41,326323097.36,330748211.46,333627758.15,335072975.22,410331900.95,504376035.72,554654786.97,676870140.34,698408244.39,750049739.15,928843304.78,1186231265.18,1405251547.24,1291119965.11,1267778489.03,1095348302.92,1051133927.00,1045712703.03,1336102040.71,1562412030.35,1620246187.15,1502294411.46,1959965243.76,1986437859.90,1695315305.70,2274557914.07,1598075932.35,2169627250.93,2361116587.86,2268301537.65,2455092582.31,3677394291.52,3519991326.48,3666222600.10,4194342849.47,5349258334.32,6190270756.14,6567654493.51,7034111651.50,8169048690.05,9787735426.01,9738626993.28,9535345011.49,10693321370.04,11141358105.99,12517845127.68,13284527850.26,11388160997.11,11821065852.13,12701655845.96,14262408079.70,14391686309.03,15651545208.88,17144918952.47,
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,84466654.08,89249986.70,94149985.97,96366652.30,107566650.63,114339048.97,134173373.79,155102984.63,150000000.00,164900000.00,186300000.00,211100000.00,235400000.00,269500000.00,312600000.00,345000000.00,386300000.00,447000000.00,475800000.00,517200000.00,613299968.00,739100032.00,785500032.00,889400000.00,985699968.00,1039500032.00,1173500032.00,1296499968.00,1415100032.00,1501500032.00,1592400000.00,1634900000.00,1679900000.00,1820359900.00,1867160100.00,2030750000.00,2695390000.00,2932827000.00,3130748000.00,3324433000.00,3480219000.00,3680483000.00,3937228000.00,4186525000.00,4484703000.00,4868136000.00,6144000000.00,6767000000.00,6980000000.00,6656000000.00,6634526000.00,6312691000.00,6378188000.00,6465756000.00,6413988000.00,6654541000.00,6899911000.00,7142316000.00,7225977000.00,7423465000.00,6887147000.00,7286607000.00,
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,128717410.92,139150441.30,141366534.47,156687192.07,160459970.54,163272314.83,191230747.11,242770861.58,272241005.23,264725206.95,287658184.00,240319995.60,240215763.89,225998091.18,258985597.70,290464801.11,303435517.92,352260952.91,363452787.20,399268801.67,424464089.90,461444513.67,520849551.53,604041957.92,682523857.02,796938120.18,874989895.60,1168308516.63,1227808790.67,1234014291.82,1547991317.81,1777101316.68,1781281281.58,1756215665.09,1907090813.46,2003598212.99,2158972129.00,2450364928.07,2446866404.93,2535657069.06,2325184481.43,2539552984.68,
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,373879363.60,406684585.72,444665186.40,478805990.08,539491477.32,604377104.38,669191919.19,755808080.81,857912457.91,929629629.63,1017003367.00,1095622895.62,1257615644.98,1262968515.74,2100249875.06,2404697651.17,2731984008.00,3227436281.86,3758220889.56,4421343606.18,4537487802.50,5891606684.89,5594118407.03,5422656265.84,6169481549.36,5377276656.90,3959379399.63,4347956337.83,4597615622.48,4715978693.56,4867582597.52,5343274395.35,5643893347.01,5734676631.26,5981244865.27,6715220486.22,7396966618.06,7925673467.45,8497545543.64,8285075837.86,8397912525.27,8141537877.07,7905485146.44,8082364816.17,8773451751.51,9549077918.70,11451869202.16,13120183207.66,16674324661.87,17339992193.73,19649631308.16,23963033429.44,27084497481.91,30659338885.67,32996188017.37,33000198248.34,33941126200.06,37508642165.34,40287647930.48,40895322843.79,36629843805.02,40408208528.16,
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255802469.14,1866572953.74,2786045321.64,3671816504.24,4116699437.40,4685733115.47,5567405605.28,5800774707.17,6728771318.58,8498560877.09,10157553968.25,11222953328.67,12864610865.24,15778767389.78,19112739364.89,17613836494.07,17176781065.89,18644723860.97,17226849165.68,18178503835.45,18558343304.84,16211541593.42,16913330976.75,18080118186.01,20183510863.01,20202479537.52,19950471170.65,23365361635.22,
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,30412308.99,32902336.64,35643207.63,38091150.57,41613969.05,45790869.75,51464435.15,58646443.51,66248256.62,77356914.08,96245114.46,127456485.12,164466873.71,244129088.03,306033848.42,355172413.79,372010119.60,451603325.42,590376720.60,819877300.61,1060923829.13,1073861599.14,1014907254.54,1172258182.15,1240796364.76,1114764007.15,1392634771.97,1965274882.36,2644536804.11,3083800684.90,3790567051.87,3942792837.36,4146513722.33,4160086253.15,4259330999.03,4730611067.02,4847752842.79,5020214747.45,4790458837.17,5484257417.18,5788329609.16,5489608299.66,5438857106.74,7511582173.38,8957467706.54,9918907108.10,9919158482.41,10567270655.50,10730763098.92,10118518637.06,12637319933.47,15110716533.59,13907510005.89,14271752527.12,15470059201.66,13530738157.76,15082579073.86,16105182316.33,17031901441.18,16695928792.57,14930072458.58,17614791265.68,
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,17030465539.39,17275940449.38,19231747851.53,23287712878.20,20963733694.97,22465522884.10,28283323733.11,31086389194.96,33930457425.26,37171640818.59,42327664793.69,48869830901.79,58434858374.87,83592275863.00,109794519727.54,129203555238.83,153168949208.21,176344101401.94,200278646123.58,221338204480.22,237393489892.64,258015174748.65,271314113768.42,189656506321.43,188339974086.58,176123719326.59,215878631802.78,237517984427.81,258816125587.51,347028139590.23,390725626002.87,342609231342.78,328187960871.95,368295778245.09,525369851353.74,769333330411.58,850426432991.74,883206452805.50,863711007313.88,599642075029.84,655448188237.37,559991261406.20,509788814956.86,558229210852.97,669293772178.73,891630177209.99,1107640289661.20,1397084349956.35,1695824565928.67,1667019783635.09,2208871646202.82,2616201578192.25,2465188674415.03,2472806919901.67,2455993625159.37,1802214373741.32,1795700168991.49,2063507864886.88,1916947014067.55,1873274432754.47,1448559976218.19,1608981456325.08,
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,114040245.66,132758395.40,139030445.58,160819286.55,161211289.69,179080099.31,197523179.24,270818555.82,433092003.58,1073577085.64,1168304305.66,1423061356.65,1732721160.94,1941600703.61,2803780005.52,4928824957.97,4366213849.58,4264252336.45,3844723142.45,3782523088.46,3523612563.07,2358592817.12,2754463437.80,2690717551.18,2985467979.29,3520551724.14,3701667052.56,4183548189.07,4105706151.75,4087337959.93,4734020036.69,5115602836.88,5197332974.14,4051147227.53,4600000000.00,6001153306.26,5601090584.36,5843329107.56,6557333084.61,7872333215.00,9531402847.87,11470703002.08,12247694247.23,14393099068.59,10732366286.26,13707370737.07,18525319977.74,19047940300.90,18093829923.27,17098342541.44,12930394937.81,11400854267.72,12128104859.15,13567351175.03,13469422958.51,12005825759.22,14006569575.68,
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,19839230769.23,19870000000.00,19342000000.00,16563666666.67,17594944444.44,17155421052.63,20249294117.65,28101000000.00,22555941176.47,21988444444.44,20632090909.09,10943548387.10,10350515463.92,10829710144.93,9697416974.17,18983288690.48,12294204609.33,11315986087.16,15030696432.63,13627325461.17,13245834314.51,14183497963.11,16402846413.10,21144982397.41,26157892832.20,29869284035.32,34379808888.60,44432811756.47,54481376860.37,52023505367.17,50682061053.20,57678241023.82,54300857424.44,55810138436.48,57082011260.34,50781996712.76,53953897624.43,59199447421.49,66363537115.27,68915875214.65,70240275010.20,84056312734.31,
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,330442817.17,350247237.12,379567023.34,394040588.30,410321618.17,422916848.42,433889831.58,450753993.18,460442678.22,478298597.56,458404330.13,482411103.79,578595583.98,674773518.41,751133330.59,939972703.46,976547163.53,1131224818.33,1475583383.37,1748480982.19,1928719477.41,1775842026.41,1754449845.30,1600278756.44,1459880018.55,1552493068.43,2036303381.20,2369834650.09,2616040645.87,2615587725.77,3101300641.88,3135045684.10,3356692517.86,3199536227.95,1895290623.44,2379518099.23,2586550747.10,2447668984.53,2804902248.29,3389566982.52,2968369991.47,3190371050.46,3622350203.95,4740768355.23,5451688868.43,6146352742.03,6547420133.70,7625723123.55,9451436358.97,9450697335.54,10109618964.28,12080296644.06,12561016091.47,13444301139.14,13943016923.90,11832159275.60,12833363370.17,14106956830.09,15890065019.76,16178162030.07,17933606353.18,19737615114.37,
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,195999990.00,202999992.00,213500006.00,232749998.00,260750008.00,158994962.96,165444571.43,178297142.86,183200000.00,190205714.29,242732571.43,252842285.71,246804571.43,304339839.55,345263492.06,420986666.67,448412753.62,547535555.56,610225555.56,782496666.67,919726666.67,969046666.67,1013222222.22,1082926304.46,987143931.17,1149979285.77,1201725497.07,1131466494.01,1082403219.49,1113924130.41,1132101252.52,1167398478.35,1083037670.60,938632612.03,925030590.15,1000428393.89,869033856.32,972896267.92,893770806.08,808077223.37,870486065.88,876794723.07,825394490.16,784654423.62,915257323.40,1117113045.65,1273375020.27,1356199364.86,1611835901.91,1781455092.07,2032135246.50,2235820867.83,2333341374.90,2451606684.32,2705783272.07,3104003611.43,2639321161.41,2712324133.80,2660123597.71,2576518846.39,2649671998.86,2779813489.02,
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,142246875.54,139468114.60,140630758.59,138476239.37,132019065.03,137728155.21,190651208.00,235253171.84,264308140.29,267448513.11,306891107.26,319827058.59,357160985.33,490417389.68,406580652.33,487148993.53,501979069.27,490608657.92,521910560.52,592416703.06,539227277.63,563090641.19,620507562.10,813260468.87,924940272.39,972241336.91,1107571017.02,1513040064.50,1787968044.49,1697737296.25,1663913071.41,1865915544.12,1741809808.96,1850470042.43,1859898513.27,1596800287.16,1663008687.10,1769787215.42,1966501117.61,1981845740.71,1703698676.70,1936174043.45,
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,637142865.71,642857134.29,660000008.57,728571437.14,782857128.57,868571428.57,914285714.29,962857134.29,1065714248.57,978873232.39,718401157.72,969911421.39,505549441.38,702899155.98,588443893.69,,,,,,,,,,,,,,,,,,,2533727592.04,2791435272.27,3441205692.92,3506695719.57,3443413388.69,3120425502.58,3517242477.23,3654031716.27,3984000517.02,4284028482.54,4658246918.27,5337833248.04,6293046161.83,7274595706.67,8639235842.18,10351914093.17,10401851850.61,11242275198.98,12829541141.01,14054443213.46,15227991395.22,16702610842.40,18049954289.42,20016747754.02,22177200511.58,24571753583.49,27089389786.98,25872798012.19,26961061119.80,
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,614206071.00,652777613.64,694247725.54,718320701.39,776650126.19,814083378.46,851112662.73,936175404.64,1046191192.44,1100551378.56,1151217146.99,1236941200.95,1498252050.17,1901393216.00,2157415245.73,2857037371.06,2898089929.09,3394663844.43,4662851756.59,5919004206.91,6674567625.08,6610937473.20,6611255018.24,6870200658.94,7311937457.42,8544809794.26,11857056336.03,13049658331.13,12236058143.04,11012566160.50,12314482085.09,11840192674.12,12071775380.65,16181813512.45,8902446188.05,10864773036.84,11093539497.03,10789457915.05,11298144511.64,11565827385.69,10566578952.79,10953485244.42,12417251815.88,15970315751.03,18826215278.06,19509850837.27,20910513974.62,23928251333.74,27715144580.27,27932971683.42,27507499709.07,30630912184.78,30155064574.07,33728622819.09,36386546917.69,32210232911.66,33814337900.28,36098550141.59,39973839064.61,39670977332.73,40773241531.24,45338283344.82,
