country_name,team,elo
Morocco,Jeunesse Sportive Soualem,1327
Morocco,Difaâ El Jadida,1320
Morocco,Union de Touarga,1316
Morocco,SC Chabab Mohammédia,1312
Morocco,KACM Marrakech,1310
Morocco,Renaissance Club Zemamra,1307
Morocco,OCK Khouribga,1306
Morocco,Rapide Club Oued Zem,1303
Morocco,Ittihad Tanger,1301
Morocco,Chabab Atlas Khénifra,1297
Morocco,Youssoufia Berrechid,1283
Morocco,CODM Meknès,1279
Morocco,Chabab Rif Al Hoceima,1274
Morocco,Wydad Fès,1271
Morocco,AS Salé,1266
Morocco,JSM Laâyoune,1265
Morocco,KAC Kénitra,1258
Morocco,Ittihad Zemouri de Khemisset,1255
Morocco,JSK Chabab Kasba Tadla,1241
Morocco,Racing de Casablanca,1239
Morocco,Raja Beni Mellal,1209
Mozambique,Ferroviário da Beira,1272
Mozambique,Liga Muçulmana,1257
Netherlands,Feyenoord,1775
Netherlands,PSV Eindhoven,1761
Netherlands,Ajax Amsterdam,1756
Netherlands,AZ Alkmaar,1650
Netherlands,FC Twente,1638
Netherlands,Sparta Rotterdam,1543
Netherlands,FC Utrecht,1541
Netherlands,Vitesse,1477
Netherlands,SC Heerenveen,1449
Netherlands,NEC Nijmegen,1415
Netherlands,RKC Waalwijk,1400
Netherlands,Go Ahead Eagles,1392
Netherlands,Heracles,1390
Netherlands,FC Volendam,1381
Netherlands,Willem II,1374
Netherlands,PEC Zwolle,1368
Netherlands,Fortuna Sittard,1363
Netherlands,Roda JC Kerkrade,1348
Netherlands,Excelsior,1343
Netherlands,FC Emmen,1342
Netherlands,De Graafschap,1339
Netherlands,NAC Breda,1298
Netherlands,FC Dordrecht,1294
Netherlands,FC Groningen,1288
Netherlands,ADO Den Haag,1287
Netherlands,VVV-Venlo,1284
Netherlands,Cambuur,1271
New Caledonia,AS Magenta,1334
New Caledonia,Hienghène Sport,1275
New Caledonia,Gaitcha FCN,1256
New Caledonia,Tiga Sport,1243
New Caledonia,AS Lossi,1218
New Caledonia,Mont-Dore,1215
New Zealand,Auckland City,1597
New Zealand,Team Wellington,1498
New Zealand,Waitakere United,1366
New Zealand,Eastern Suburbs,1359
New Zealand,Canterbury United,1336
New Zealand,Hawke's Bay United,1281
New Zealand,WaiBOP United,1232
New Zealand,Tasman United,1230
New Zealand,Hamilton Wanderers Afc,1221
New Zealand,Wellington Phoenix Reserves,1217
New Zealand,Wanderers SC,1217
New Zealand,Southern United,1198
New Zealand,Young Heart Manawatu,1174
Nicaragua,Real Estelí,1401
Nicaragua,Diriangén FC,1384
Nicaragua,Deportivo Walter Ferretti,1324
Nicaragua,Managua FC,1297
Nicaragua,H&H Export Sébaco FC,1239
Nicaragua,Deportivo Las Sabanas,1235
Nicaragua,Indígenas de Matagalpa,1227
Nicaragua,UNAN Managua,1224
Nicaragua,CD Junior Managua,1215
Nicaragua,Art Municipal Jalapa,1211
Nicaragua,Chinandega FC,1200
Nicaragua,CD Ocotal,1197
Nicaragua,Juventus Managua,1192
Nicaragua,Real Madriz,1169
Nicaragua,FOX Villa FC,1153
Niger,ASGNN,1315
Niger,Douanes Niamey,1275
Niger,Dan Kassawa,1273
Niger,Urana,1273
Niger,Akokana,1268
Niger,Olympic Niamey,1262
Niger,NIGELEC,1261
Niger,AS-FAN,1259
Niger,Sahel,1254
Niger,USGN,1252
Niger,Alkali Nassara,1242
Niger,Espoir,1241
Niger,Zumunta,1231
Niger,Jangorzo,1224
Niger,Police FC,1222
Nigeria,Dolphins FC,1478
Nigeria,Akwa United,1426
Nigeria,Enyimba,1423
Nigeria,Plateau United,1417
Nigeria,Enugu Rangers,1396
Nigeria,Kano Pillars,1390
Nigeria,Lobi Stars,1372
Nigeria,Remo Stars,1372
Nigeria,Abia Warriors,1369
Nigeria,Bendel Insurance,1364
Nigeria,Sunshine Stars,1359
Nigeria,Giwa FC,1347
Nigeria,Shooting Stars,1346
Nigeria,Sharks,1345
Nigeria,Kwara United,1342
Nigeria,Nasarawa United,1341
Nigeria,Warri Wolves FC,1340
Nigeria,Niger Tornadoes,1337
Nigeria,Katsina United,1335
Nigeria,Wikki Tourist,1334
Nigeria,Heartland FC,1329
Nigeria,Bukola Babes,1325
Nigeria,Gombe United,1324
Nigeria,Bayelsa United,1319
Nigeria,Doma United,1318
Nigeria,Ifeanyi Ubah United,1312
Nigeria,Delta Force FC,1303
Nigeria,MFM FC,1299
Nigeria,Go Round,1296
Nigeria,Akwa Starlets,1292
Nigeria,Jigawa Golden Stars,1292
Nigeria,Kaduna United FC,1292
Nigeria,Rising Stars,1291
Nigeria,Taraba,1291
Nigeria,Gateway FC,1282
Nigeria,El Kanemi Warriors,1280
Nigeria,Ocean Boys FC,1280
Nigeria,Ikorodu United,1276
Nigeria,JUTH FC,1269
Nigeria,Zamfara United FC,1263
Nigeria,Yobe Desert Stars,1256
Nigeria,Crown FC,1254
Nigeria,Nembe City FC,1250
Nigeria,Ranchers Bees,1246
Nigeria,Adamawa United,1217
Northern Ireland,Linfield,1440
Northern Ireland,Larne FC,1380
Northern Ireland,Glentoran,1376
Northern Ireland,Crusaders,1368
Northern Ireland,Cliftonville,1363
Northern Ireland,Coleraine,1354
Northern Ireland,Glenavon,1282
Northern Ireland,Ballymena United,1239
Northern Ireland,Ballinamallard United,1187
Northern Ireland,Institute FC,1174
Northern Ireland,Ards,1174
Northern Ireland,Newry City AFC,1159
Northern Ireland,Portadown FC,1145
Northern Ireland,Carrick Rangers,1140
Northern Ireland,Warrenpoint Town,1116
Northern Ireland,Dungannon Swifts,1110
Norway,Bodø / Glimt,1602
Norway,Molde FK,1599
Norway,Rosenborg BK,1470
Norway,Lillestrøm,1415
Norway,Viking FK,1404
Norway,Vålerenga,1400
Norway,Sarpsborg 08,1380
Norway,SK Brann,1370
Norway,Odds Ballklubb,1368
Norway,Tromsø IL,1366
Norway,FK Haugesund,1343
Norway,Kristiansund BK,1324
Norway,Stabæk,1319
Norway,Strømsgodset,1316
Norway,Fredrikstad,1295
Norway,Sogndal,1294
Norway,Hamarkameratene,1286
Norway,Hønefoss,1285
Norway,Ranheim,1285
Norway,Sandefjord Football,1261
Norway,Kongsvinger,1256
Norway,Sandnes,1255
Norway,FK Jerv,1246
Norway,Mjøndalen IF,1244
Norway,Aalesund,1243
Norway,Lyn,1237
Norway,Start,1230
Panama,Independiente de La Chorrera,1364
Panama,CD Plaza Amador,1353
Panama,Tauro FC,1351
Panama,Chorrillo,1350
Panama,Árabe Unido,1328
Panama,Sporting San Miguelito,1321
Panama,San Francisco FC,1297
Panama,Alianza,1291
Panama,Chepo FC,1291
Panama,Deportivo del Este,1289
Panama,Río Abajo,1279
Panama,Herrera FC,1277
Panama,UMECIT FC,1255
Panama,Santa Gema FC,1254
Panama,Union Deportivo Universitario,1251
Panama,Veraguas FC,1237
Panama,Colón C-3,1229
Panama,SD Atletico Nacional,1224
Panama,Atlético Veragüense,1215
Panama,Atlético Chiriquí,1208
Papua New Guinea,Hekari United,1364
Papua New Guinea,Eastern Stars,1356
Papua New Guinea,Tukoko University,1352
Papua New Guinea,Gigira Laitepo,1252
Papua New Guinea,Papua New Guinea U20,1246
Papua New Guinea,Petro Souths,1245
Papua New Guinea,Lae City Dwellers,1244
Papua New Guinea,Morobe Wawens,1229
Papua New Guinea,Madang,1220
Paraguay,Olimpia,1573
Paraguay,Cerro Porteño,1557
Paraguay,Libertad,1514
Paraguay,Nacional Asunción,1475
Paraguay,Guaraní,1466
Paraguay,Sportivo Trinidense,1406
Paraguay,Independiente FBC (Campo Grande),1393
Paraguay,Sportivo Ameliano,1386
Paraguay,General Caballero JLM,1372
Paraguay,Sol de América,1362
Paraguay,Sportivo Luqueño,1361
Paraguay,Rubio Ñú,1359
Paraguay,Guaireña FC,1358
Paraguay,Deportivo Capiatá,1333
Paraguay,Sport Colombia,1330
Paraguay,General Caballero,1330
Paraguay,Club River Plate,1328
Paraguay,2 de Mayo,1326
Paraguay,3 de Febrero,1324
Paraguay,Sportivo San Lorenzo,1322
Paraguay,Deportivo Carapeguá,1319
Paraguay,Tacuary,1316
Paraguay,Resistencia Sport Club,1302
Paraguay,Cerro Porteño PF,1299
Paraguay,Deportivo Santaní,1297
Paraguay,12 de Octubre de Itaugua,1278
Paraguay,General Díaz,1267
Peru,Sporting Cristal,1552
Peru,Alianza Lima,1530
Peru,Universitario de Deportes,1516
Peru,FBC Melgar,1446
Peru,Universidad César Vallejo,1433
Peru,Cienciano,1413
Peru,Sport Huancayo,1403
Peru,Club Atlético Grau,1393
Peru,Cusco FC,1387
Peru,Club Deportivo Garcilaso,1375
Peru,Deportivo Binacional,1366
Peru,CD UT Cajamarca,1365
Peru,Alianza Atlético,1353
Peru,León de Huánuco,1353
Peru,Asociación Deportiva Tarma (ADT),1345
Peru,Deportivo Municipal,1345
Peru,Sport Áncash,1343
Peru,Carlos A. Mannucci,1332
Peru,Deportivo Los Caimanes,1323
Peru,Sport Loreto,1323
Peru,Juan Aurich,1322
Peru,Defensor La Bocana,1322
Peru,Unión Comercio,1316
Peru,CNI,1307
Peru,Total Chalaco,1307
Peru,Ayacucho FC,1300
Peru,Pacífico,1299
Peru,Bolognesi,1297
Peru,Comerciantes Unidos,1297
Peru,José Gálvez,1294
Peru,Deportivo Llacuabamba,1287
Peru,Sport Rosario (Huaraz),1286
Peru,Sport Boys,1286
Peru,Alianza Universidad Huanuco,1283
Peru,San Simon,1282
Peru,Molinos El Pirata FC,1278
Peru,Cobresol,1254
Peru,Academia Cantolao,1239
Peru,Kaya F.C.-Iloilo,1213
Peru,FC Carlos Stein,1209
Peru,United City F.C.,1207
Peru,Universidad San Martín de Porres,1203
Poland,Lech Poznań,1536
Poland,KS Raków Częstochowa,1520
Poland,Legia Warszawa,1484
Poland,Pogoń Szczecin,1461
Poland,Piast Gliwice,1437
Poland,Polonia Warszawa,1390
Poland,Cracovia Kraków,1380
Poland,Gornik Zabrze,1378
Poland,KS Warta Poznań,1358
Poland,Jagiellonia Białystok,1355
Poland,Zagłębie Lubin,1345
Poland,Radomiak Radom,1342
Poland,Lechia Gdańsk,1338
Poland,Korona Kielce,1322
Poland,Śląsk Wrocław,1321
Poland,FKS Stal Mielec,1316
Poland,Wisła Płock,1315
Poland,Wisła Kraków,1305
Poland,Zawisza Bydgoszcz,1302
Poland,MZKS Arka Gdynia,1296
Poland,Widzew Łódz,1295
Poland,Ruch Chorzów,1292
Poland,Polonia Bytom,1283
Poland,Sandecja Nowy Sącz,1275
Poland,Bełchatów,1274
Poland,Odra Wodzisław,1269
Poland,Termalica Nieciecza,1265
Poland,Podbeskidzie Bielsko-Biala,1265
Poland,Gornik Leczna,1253
Poland,Zagłębie Sosnowiec,1252
Poland,Miedź Legnica,1248
Poland,Łódzki KS,1216
Portugal,FC Porto,1866
Portugal,Benfica,1861
Portugal,Sporting,1770
Portugal,Braga,1722
Portugal,Vitória Guimarães,1509
Portugal,Arouca,1492
Portugal,FC Famalicão,1477
Portugal,Boavista,1460
Portugal,Chaves,1450
Portugal,Gil Vicente FC,1446
Portugal,Rio Ave,1440
Portugal,FC Vizela,1418
Portugal,Casa Pia,1402
Portugal,Moreirense,1395
Portugal,SC Farense,1387
Portugal,Estoril,1377
Portugal,Vitória Setúbal,1371
Portugal,Portimonense,1364
Portugal,CS Marítimo Madeira,1360
Portugal,Belenenses,1356
Portugal,Uniao da Madeira,1350
Portugal,Paços de Ferreira,1344
Portugal,Beira-Mar,1343
Portugal,CD Santa Clara,1342
Portugal,Tondela,1340
Portugal,Naval 1º de Maio,1337
Portugal,Olhanense,1329
Portugal,Académica,1322
Portugal,Leixões,1318
Portugal,Penafiel,1298
Portugal,Feirense,1294
Portugal,União de Leiria,1288
Portugal,Nacional,1268
Portugal,CD das Aves,1266
Puerto Rico,River Plate PR,1405
Puerto Rico,Sevilla FC Puerto Rico,1375
Puerto Rico,Bayamón FC,1316
Puerto Rico,Puerto Rico Islanders,1302
Puerto Rico,San Juan FC,1263
Puerto Rico,Academia Quintana,1201
Puerto Rico,Carolina Gigantes,1201
Puerto Rico,Guaynabo Fluminense,1199
Puerto Rico,Mayagüez,1198
Puerto Rico,Puerto Rico United,1191
Puerto Rico,Fajardo,1187
Puerto Rico,Tornados de Humacao,1166
Puerto Rico,Caguas Huracán,1165
Qatar,Al-Duhail SC,1583
Qatar,Al-Sadd,1573
Qatar,El Jaish (Doha),1427
Qatar,Al-Rayyan,1393
Qatar,Al-Arabi Doha,1368
Qatar,AL Gharafa,1353
Qatar,Al-Wakra,1319
Qatar,Qatar SC,1317
Qatar,Al Ahli,1276
Qatar,Umm-Salal,1274
Qatar,Al-Sailiya,1269
Qatar,Al-Markhiya Sports Club,1244
Qatar,Al-Khor,1241
Qatar,Al-Shahania S.C.,1235
Qatar,Al-Kharitiyat,1214
Qatar,Muaither SC,1206
Qatar,Al Mesaimeer,1199
Qatar,Al-Shamal SC,1189
Romania,CFR Cluj,1575
Romania,Steaua Bucureşti,1536
Romania,CS Universitatea Craiova,1510
Romania,Timişoara,1502
Romania,Farul Constanța,1472
Romania,FC Vaslui,1456
Romania,Rapid Bucureşti,1431
Romania,Sepsi OSK,1423
Romania,Viitorul Constanţa,1412
Romania,Astra Ploieşti,1395
Romania,Botoşani,1372
Romania,Pandurii Târgu Jiu,1370
Romania,FC Voluntari,1366
Romania,FC U Craiova 1948,1364
Romania,AFC Herrmannstadt Sibiu,1341
Romania,Universitatea Cluj,1333
Romania,Oţelul Galaţi,1332
Romania,Braşov,1329
Romania,Petrolul Ploieşti,1318
Romania,AFC UTA Arad,1318
Romania,Unirea Urziceni,1314
Romania,Turnu Severin,1301
Romania,FC Chindia Târgovişte,1300
Romania,Săgeata Năvodari,1295
Romania,Argeș Pitești,1295
Romania,Dinamo Bucureşti,1289
Romania,Internaţional Curtea de Argeş,1286
Romania,FC Dunărea Călăraşi,1279
Romania,Târgu Mureş,1277
Romania,Universitatea Craiova,1275
Romania,Politehnica Iaşi,1274
Romania,Voinţa Sibiu,1274
Romania,ACS Poli Timişoara,1272
Romania,Victoria Branesti,1260
Romania,Unirea Alba Iulia,1259
Romania,Ceahlăul Piatra,1254
Romania,Sportul Studentesc,1253
Romania,CSMS Iaşi,1249
Romania,Gaz Metan Mediaş,1249
Romania,Concordia Chiajna,1242
Romania,Gloria Bistrita,1233
Romania,Corona Braşov,1217
Romania,Juventus Bucureşti,1209
Romania,ACS FC Academica Clinceni,1200
Romania,CS Mioveni,1190
Russia,Zenit St. Petersburg,1685
Russia,CSKA Moskva,1572
Russia,Dinamo Moskva,1567
Russia,Lokomotiv Moskva,1544
Russia,FC Krasnodar,1541
Russia,Spartak Moskva,1530
Russia,PFC Sochi,1530
Russia,Rubin Kazan,1471
Russia,FK Akhmat Grozny,1463
Russia,FK Rostov,1440
Russia,Krylya Sovetov Samara,1425
Russia,FC Ural,1425
Russia,Moskva,1416
Russia,Amkar Perm',1411
Russia,Kuban' Krasnodar,1406
Russia,Saturn,1399
Russia,FC Orenburg,1390
Russia,FC Ufa,1389
Russia,Arsenal Tula,1374
Russia,FC Torpedo Moscow,1370
Russia,FC Nizhny Novgorod,1357
Russia,Mordovia Saransk,1339
Russia,Khimki,1336
Russia,Spartak Nal'chik,1321
Russia,FK Rotor Volgograd,1320
Russia,Yenisey Krasnoyarsk,1319
Russia,FK Tosno,1316
Russia,Sibir Novosibirsk,1311
Russia,Alaniya,1299
Russia,FC Anzhi Makhachkala,1294
Russia,FK Tambov,1278
Russia,Volga Nyzhnyi,1268
Russia,SKA-Khabarovsk,1268
Russia,Tom' Tomsk,1252
Samoa,Lupe ole Soaga,1180
Samoa,Kiwi,1178
Saudi Arabia,Al Hilal,1668
Saudi Arabia,Al Nassr,1586
Saudi Arabia,Al Ittihad,1569
Saudi Arabia,Al Shabab,1514
Saudi Arabia,Al Taawon,1442
Saudi Arabia,Al-Ahli,1394
Saudi Arabia,Al Fateh FC,1378
Saudi Arabia,Al-Faisaly FC Harmah,1361
Saudi Arabia,AL Ettifaq FC,1351
Saudi Arabia,Damac FC,1340
Saudi Arabia,Al Raed,1318
Saudi Arabia,Al Feiha,1312
Saudi Arabia,Al-Tai FC,1303
Saudi Arabia,AL Qadisiyah FC,1303
Saudi Arabia,Al-Khaleej Club,1302
Saudi Arabia,Abha Club,1295
Saudi Arabia,Al Wahda,1287
Saudi Arabia,Al Shoalah,1286
Saudi Arabia,Al-Orobah FC,1273
Saudi Arabia,Al Nahdha Dammam,1264
Saudi Arabia,Najran SC,1259
Saudi Arabia,Al-Ain FC,1254
Saudi Arabia,Al Batin,1251
Saudi Arabia,AL Adalh FC,1249
Saudi Arabia,Al Ansar FC (Medina),1226
Saudi Arabia,Ohod Saudi FC,1224
Saudi Arabia,AL Hazem FC,1197
Saudi Arabia,Hajer FC Al-Hasa,1188
Scotland,Rangers,1699
Scotland,Celtic,1694
Scotland,Aberdeen,1402
Scotland,Heart of Midlothian,1397
Scotland,Hibernian,1397
Scotland,Motherwell,1373
Scotland,St. Mirren,1337
Scotland,Inverness CT,1329
Scotland,Livingston FC,1311
Scotland,Kilmarnock,1310
Scotland,St. Johnstone,1296
Scotland,Falkirk,1280
Scotland,Ross County,1279
Scotland,Partick Thistle,1275
Scotland,Dundee United,1261
Scotland,Dunfermline Athletic,1240
Scotland,Hamilton Academical,1235
Scotland,Dundee FC,1206
Senegal,Teungueth FC,1255
Senegal,Diaraf,1244
Serbia,FK Red Star Belgrade,1751
Serbia,Partizan Beograd,1642
Serbia,Čukarički,1526
Serbia,Topolski Sportski Club,1482
Serbia,Vojvodina,1465
Serbia,Voždovac,1358
Serbia,Sloboda Užice,1340
Serbia,Radnički Niš,1337
Serbia,Novi Pazar,1331
Serbia,FK Radnik Surdulica,1325
Serbia,Hajduk Kula,1323
Serbia,FK Mladost Lučani,1323
Serbia,FK Spartak Subotica,1319
Serbia,Napredak,1298
Serbia,Jagodina,1289
Serbia,Radnički 1923 Kragujevac,1286
Serbia,FK Proleter Novi Sad,1277
Serbia,FK Kolubara,1277
Serbia,Javor,1275
Serbia,OFK Beograd,1274
Serbia,FK Mladost Novi Sad,1274
Serbia,FK Zemun,1267
Serbia,FK Donji Srem,1263
Serbia,BSK Borča,1260
Serbia,FK Metalac,1258
Serbia,Mladi Radnik,1255
Serbia,Dinamo Vranje,1253
Serbia,Rad Beograd,1252
Serbia,FK Zlatibor Čajetina,1238
Serbia,FK Inđija,1221
Serbia,Smederevo,1220
Serbia,Borac Čačak,1218
Serbia,Mačva Šabac,1166
Serbia,FK Bačka Palanka,1158
Singapore,Lion City Sailors FC,1267
Singapore,Armed Forces,1240
Singapore,Tampines Rovers FC,1215
Slovakia,Slovan Bratislava,1596
Slovakia,Dunajska Streda,1500
Slovakia,Spartak Trnava,1461
Slovakia,Ružomberok,1438
Slovakia,Žilina,1377
Slovakia,Spartak Myjava,1345
Slovakia,Košice,1327
Slovakia,Podbrezová,1319
Slovakia,Trenčín,1318
Slovakia,ŠKF Sereď,1315
Slovakia,Dukla Banska Bystrica,1305
Slovakia,Skalica,1286
Slovakia,Zemplin Michalovce,1282
Slovakia,Dubnica,1266
Slovakia,Zlate Moravce,1261
Slovakia,Petržalka,1259
Slovakia,FK Senica,1230
Slovakia,Nitra,1227
Slovakia,FK Pohronie,1226
Slovakia,MFK Tatran Liptovský Mikuláš,1221
Slovakia,Tatran Prešov,1183
Slovenia,Maribor,1521
Slovenia,Olimpija Ljubljana,1502
Slovenia,NK Celje,1463
Slovenia,Domžale,1436
Slovenia,Mura 05,1425
Slovenia,Koper,1411
Slovenia,NŠ Mura,1405
Slovenia,NK Bravo,1354
Slovenia,Zavrč,1333
Slovenia,Radomlje,1311
Slovenia,Aluminij,1297
Slovenia,NK Krka,1288
Slovenia,NK Tabor Sežana,1278
Slovenia,Drava,1271
Slovenia,Gorica,1268
Slovenia,Primorje,1267
Slovenia,Nafta,1255
Slovenia,Ankaran Hrvatini,1254
Slovenia,Rudar Velenje,1250
Slovenia,Interblock,1242
Slovenia,NK Krsko,1240
Slovenia,ND Triglav,1233
Solomon Islands,Koloale,1289
Solomon Islands,Western United FC,1280
Solomon Islands,Henderson Eels,1267
Solomon Islands,Solomon Warriors FC,1248
Solomon Islands,Marist,1243
South Africa,Mamelodi Sundowns FC,1662
South Africa,Orlando Pirates,1467
South Africa,Bidvest Wits,1451
South Africa,Supersport United,1414
South Africa,Cape Town City FC,1402
South Africa,Kaizer Chiefs,1400
South Africa,Stellenbosch FC,1362
South Africa,AmaZulu FC,1347
South Africa,Lamontville Golden Arrows,1343
South Africa,Bloemfontein Celtic,1336
South Africa,Royal AM,1334
South Africa,Ajax Cape Town,1334
South Africa,Highlands Park,1328
South Africa,Moroka Swallows,1323
South Africa,Platinum Stars,1319
South Africa,sekhukhune united fc,1319
South Africa,TS Galaxy,1308
South Africa,Santos,1308
South Africa,Polokwane City,1295
South Africa,Marumo Gallants FC,1294
South Africa,Free State Stars,1290
South Africa,Richards Bay,1288
South Africa,Pretoria University,1288
South Africa,Maritzburg United,1286
South Africa,Baroka FC,1265
South Africa,Chippa United,1264
South Africa,Jomo Cosmos,1225
South Africa,Black Leopards,1209
South Korea,Ulsan Hyundai,1622
South Korea,Jeonbuk FC,1593
South Korea,Pohang Steelers,1485
South Korea,Jeju United,1451
South Korea,Daegu FC,1442
South Korea,FC Seoul,1423
South Korea,Incheon United,1403
South Korea,Gyeongnam FC,1382
South Korea,Gimcheon Sangmu FC,1382
South Korea,Gangwon FC,1367
South Korea,Suwon Bluewings,1362
South Korea,Suwon FC,1347
South Korea,Gwangju FC,1344
South Korea,Seongnam FC,1310
South Korea,Busan I'Park,1308
South Korea,Jeonnam Dragons,1298
South Korea,Daejeon Citizen,1262
Spain,Real Madrid,1918
Spain,Barcelona,1850
Spain,Atlético Madrid,1847
Spain,Real Sociedad,1802
Spain,Villarreal,1771
Spain,Sevilla,1721
Spain,Real Betis,1706
Spain,Girona,1647
Spain,Athletic Bilbao,1642
Spain,Osasuna,1629
Spain,Mallorca,1615
Spain,Leganes,1612
Spain,Levante,1612
Spain,Getafe,1608
Spain,Valencia,1607
Spain,Celta Vigo,1607
Spain,Cádiz CF,1598
Spain,Rayo Vallecano,1560
Spain,SD Huesca,1553
Spain,Almería,1552
Spain,Granada,1551
Spain,RCD Espanyol,1546
Spain,Real Valladolid,1538
Spain,Elche,1522
Spain,Eibar,1517
Spain,Sporting Gijón,1504
Spain,Deportivo Alaves,1497
Spain,Deportivo Xerez,1491
Spain,Deportivo La Coruña,1486
Spain,Real Zaragoza,1470
Spain,Tenerife,1465
Spain,Málaga,1446
Spain,Hércules,1431
Spain,Las Palmas,1389
Spain,Racing Santander,1385
Spain,Córdoba CF,1363
Sudan,Al Hilal Omdurman,1529
Sudan,Al-Merreikh,1483
Sudan,Al Khartoum SC,1369
Sudan,Al Ahly Shendi,1349
Sudan,Hilal Al-Obayed,1333
Sudan,Merreikh El-Fasher,1301
Sudan,Hay Al Wadi SC,1284
Sudan,Haidob En Nahud,1272
Sudan,Hay al-Arab (SUD),1268
Sudan,Al Hilal Kadougli,1262
Sudan,Al Ahli Khartoum,1262
Sudan,Al Fallah Atbara FC,1259
Sudan,Alamal Atbara,1255
Sudan,Merreikh Nyala,1253
Sudan,Wad Hashim SC Sennar,1248
Sudan,Wad Nubawi Khartoum FC,1246
Sudan,Al-Hilal Alsahil,1244
Sudan,Al-Ahli Atbara,1244
Sudan,Al-Zoma Khartoum,1243
Sudan,Mbabane Swallows,1243
Sudan,Kober SC Bahri,1242
Sudan,Hilal El-Fasher,1238
Sudan,Al Ahly Merowe,1237
Sudan,Al Shorta Al Qadarif,1235
Sudan,Al Ahli Wad Medani,1233
Sudan,Merikh Kosti,1233
Sudan,Al Amir,1230
Sudan,Tuti SC Khartoum,1228
Sudan,Al Mourada,1223
Sudan,Jazeerat Al Feel,1217
Sudan,Al Ittihad,1215
Sudan,El Nsoor,1215
Sudan,Al-Mergheni,1209
Sudan,Al Shimali,1206
Sudan,Al-Nil,1206
Sudan,Al Rabta Kosti,1191
Sweden,Malmö FF,1528
Sweden,BK Häcken,1523
Sweden,Djurgården,1512
Sweden,Elfsborg,1508
Sweden,Hammarby IF,1486
Sweden,AIK,1466
Sweden,IFK Norrköping,1439
Sweden,Kalmar FF,1422
Sweden,IFK Göteborg,1389
Sweden,Mjällby AIF,1385
Sweden,Sirius,1335
Sweden,IFK Värnamo,1321
Sweden,Degerfors IF,1310
Sweden,Halmstads BK,1304
Sweden,Gefle,1302
Sweden,Joenkoepings Soedra,1299
Sweden,Assyriska,1298
Sweden,Varbergs BoIS,1297
Sweden,Öster,1288
Sweden,Örebro,1286
Sweden,Åtvidaberg,1283
Sweden,Örgryte,1280
Sweden,GAIS,1278
Sweden,Dalkurd FF,1270
Sweden,Oestersunds FK,1270
Sweden,Helsingborgs IF,1256
Sweden,Brommapojkarna,1246
Sweden,AFC Eskilstuna,1237
Sweden,Trelleborgs FF,1231
Sweden,Syrianska,1229
Sweden,GIF Sundsvall,1226
Sweden,Falkenbergs FF,1206
Switzerland,Young Boys,1630
Switzerland,FC Basel,1518
Switzerland,Lugano,1466
Switzerland,FC Zürich,1451
Switzerland,FC St. Gallen 1879,1442
Switzerland,Servette,1433
Switzerland,Luzern,1420
Switzerland,Thun,1366
Switzerland,Grasshopper Club Zürich,1357
Switzerland,Sion,1321
Switzerland,Neuchâtel Xamax,1305
Switzerland,FC Vaduz,1294
Switzerland,FC Winterthur,1287
Switzerland,Lausanne Sport,1272
Switzerland,Aarau,1266
Switzerland,Bellinzona,1237
Tahiti,Dragon,1278
Tahiti,Tefana,1263
Tahiti,US Bitam,1261
Tahiti,Manu Ura,1228
Tajikistan,FK Istiqlol Dushanbe,1277
Tanzania,Simba SC,1367
Tanzania,Young Africans,1252
Tanzania,Azam,1249
Thailand,Buriram United,1552
Thailand,Bangkok United,1455
Thailand,Muangthong United,1442
Thailand,BG Pathum United,1436
Thailand,Port F.C.,1401
Thailand,Chiangrai United,1363
Thailand,Chonburi FC,1360
Thailand,Ratchaburi FC,1318
Thailand,Police Tero FC,1308
Thailand,Pattaya United,1298
Thailand,Suphanburi FC,1283
Thailand,Prachuap FC,1278
Thailand,Nakhon Ratchasima FC,1277
Thailand,Esan United,1274
Thailand,Army United,1269
Thailand,Sukhothai FC,1267
Thailand,Chainat FC,1263
Thailand,Wuachon United,1262
Thailand,Khon Kaen United FC,1261
Thailand,Lamphun Warrior,1261
Thailand,Samut Prakan City,1259
Thailand,Nong Bua Pitchaya FC,1258
Thailand,Police United FC,1258
Thailand,Sriracha,1253
Thailand,Saraburi FC,1252
Thailand,Ubon UMT FC,1244
Thailand,Nakhon Pathom,1239
Thailand,Chiangmai FC,1236
Thailand,TTM Chiangmai,1233
Thailand,Khonkaen,1229
Thailand,Thai Honda,1229
Thailand,Trat FC,1227
Thailand,JL Chiangmai United FC,1227
Thailand,Siam Navy FC,1225
Thailand,Lampang FC,1222
Thailand,Songkhla United FC,1221
Thailand,PTT Rayong FC,1217
Thailand,Sisaket FC,1210
Thailand,Samut Songkram,1206
Thailand,TOT,1206
Thailand,BBCU FC,1190
Thailand,Air Force Central FC,1188
Togo,KCCA FC,1264
Trinidad and Tobago,Defence Force FC,1381
Trinidad and Tobago,W Connection FC,1339
Trinidad and Tobago,Ma Pau,1334
Trinidad and Tobago,Central,1294
Trinidad and Tobago,Joe Public,1293
Trinidad and Tobago,United Petrotrin,1289
Trinidad and Tobago,Atheltic Club Port of Spain,1276
Trinidad and Tobago,Point Fortin FC,1255
Trinidad and Tobago,Prison Service FC,1239
Trinidad and Tobago,Cunupia FC,1232
Trinidad and Tobago,Club Sando,1228
Trinidad and Tobago,San Juan Jabloteh,1227
Trinidad and Tobago,T&TEC,1220
